cif name= ./9006337.cif
./9006337.cif
Full Formula (Mg16 Si16 O48)
 52  O     0.0432  0.8108  0.0027
 53  O     0.5432  0.8108  0.4973
 54  O     0.4568  0.1892  0.5027
 55  O     0.0432  0.6892  0.5027
 56  O     0.3104  0.4327  0.5167
 57  O     0.8104  0.4327  0.9833
 58  O     0.1896  0.5673  0.0167
 59  O     0.3104  0.0673  0.0167
 60  O     0.6896  0.9327  0.9833
 61  O     0.1896  0.9327  0.5167
 62  O     0.8104  0.0673  0.4833
 63  O     0.6896  0.5673  0.4833
 64  O     0.1679  0.3032  0.7774
 65  O     0.6679  0.3032  0.7226
 66  O     0.3321  0.6968  0.2774
 67  O     0.1679  0.1968  0.2774
 68  O     0.8321  0.8032  0.7226
 69  O     0.3321  0.8032  0.7774
 70  O     0.6679  0.1968  0.2226
 71  O     0.8321  0.6968  0.2226
 72  O     0.396   0.4475  0.8045
 73  O     0.896   0.4475  0.6955
 74  O     0.104   0.5525  0.3045
 75  O     0.396   0.0525  0.3045
 76  O     0.604   0.9475  0.6955
 77  O     0.104   0.9475  0.8045
 78  O     0.896   0.0525  0.1955
 79  O     0.604   0.5525  0.1955

space_group_IT_number 61

*** lse ***


**isite= 0
Mg1 : [0.694254  6.8587258 3.0522882]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [-1.0351638  7.9848125  2.9994042] : 47
O1 : [1.6081824 7.8972077 4.5541938] : 56
O1 : [1.5553362 7.9848125 1.4075958] : 42
O1 : [2.4060564 5.7782666 2.99676  ] : 38
O1 : [-0.2238192  5.6724108  4.3832022] : 48
O1 : [-0.1844436  5.7782666  1.41024  ] : 35
!!!atention to nb coordination!!!
         [2.064401584074603, 2.0419182667936355, 2.1713007395778896, 2.025029115964915, 2.005376212878581, 2.1530963392829507]
         [2.0644015840746035, 2.0419182667936346, 2.1713007395778896, 2.025029115964915, 2.005376212878581, 2.153096339282951]


**isite= 1
Mg1 : [3.284754  6.8587258 1.3547118]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [2.4060564 5.7782666 2.99676  ] : 38
O1 : [4.9965564 5.7782666 1.41024  ] : 35
O1 : [ 4.1986824  7.8972077 -0.1471938] : 57
O1 : [4.1458362 7.9848125 2.9994042] : 47
O1 : [2.3666808 5.6724108 0.0237978] : 49
O1 : [1.5553362 7.9848125 1.4075958] : 42
!!!atention to nb coordination!!!
         [2.1530963392829516, 2.0250291159649154, 2.041918266793634, 2.17130073957789, 2.005376212878581, 2.064401584074603]
         [2.1530963392829507, 2.0250291159649154, 2.0419182667936346, 2.1713007395778896, 2.005376212878581, 2.064401584074603]


**isite= 2
Mg1 : [ 1.896246  11.3922742  7.4592882]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 3.6256638 10.2661875  7.4064042] : 41
O1 : [ 1.0351638 10.2661875  5.8145958] : 40
O1 : [ 2.7749436 12.4727334  5.81724  ] : 37
O1 : [ 2.8143192 12.5785892  8.7902022] : 50
O1 : [ 0.1844436 12.4727334  7.40376  ] : 36
O1 : [ 0.9823176 10.3537923  8.9611938] : 58
!!!atention to nb coordination!!!
         [2.0644015840746035, 2.1713007395778896, 2.1530963392829503, 2.0053762128785815, 2.025029115964914, 2.041918266793634]
         [2.0644015840746035, 2.1713007395778905, 2.1530963392829507, 2.0053762128785806, 2.025029115964914, 2.041918266793635]


**isite= 3
Mg1 : [0.694254  2.2667742 7.4592882]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [-1.0351638  1.1406875  7.4064042] : 44
O1 : [1.6081824 1.2282923 8.9611938] : 59
O1 : [1.5553362 1.1406875 5.8145958] : 45
O1 : [2.4060564 3.3472334 7.40376  ] : 33
O1 : [-0.1844436  3.3472334  5.81724  ] : 32
O1 : [-0.2238192  3.4530892  8.7902022] : 51
!!!atention to nb coordination!!!
         [2.0644015840746026, 2.041918266793635, 2.171300739577889, 2.025029115964915, 2.1530963392829503, 2.0053762128785815]
         [2.0644015840746035, 2.041918266793635, 2.17130073957789, 2.025029115964915, 2.153096339282951, 2.005376212878581]


**isite= 4
Mg1 : [ 4.486746  15.9842258  1.3547118]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 6.2161638 17.1103125  1.4075958] : 43
O1 : [ 3.5728176 17.0227077 -0.1471938] : 60
O1 : [ 2.7749436 14.9037666  1.41024  ] : 34
O1 : [ 5.3654436 14.9037666  2.99676  ] : 39
O1 : [ 3.6256638 17.1103125  2.9994042] : 46
O1 : [ 5.4048192 14.7979108  0.0237978] : 52
!!!atention to nb coordination!!!
         [2.064401584074604, 2.0419182667936338, 2.025029115964913, 2.15309633928295, 2.1713007395778914, 2.0053762128785793]
         [2.064401584074605, 2.0419182667936346, 2.025029115964914, 2.1530963392829503, 2.171300739577891, 2.0053762128785806]


**isite= 5
Mg1 : [ 1.896246  15.9842258  3.0522882]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 2.7749436 14.9037666  1.41024  ] : 34
O1 : [ 0.9823176 17.0227077  4.5541938] : 61
O1 : [ 2.8143192 14.7979108  4.3832022] : 53
O1 : [ 0.1844436 14.9037666  2.99676  ] : 39
O1 : [ 3.6256638 17.1103125  2.9994042] : 46
O1 : [ 1.0351638 17.1103125  1.4075958] : 43
!!!atention to nb coordination!!!
         [2.15309633928295, 2.041918266793635, 2.00537621287858, 2.025029115964913, 2.0644015840746044, 2.171300739577891]
         [2.1530963392829507, 2.0419182667936346, 2.0053762128785806, 2.025029115964914, 2.0644015840746044, 2.171300739577891]


**isite= 6
Mg1 : [3.284754  2.2667742 5.7617118]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [1.5553362 1.1406875 5.8145958] : 45
O1 : [2.3666808 3.4530892 4.4307978] : 54
O1 : [4.1986824 1.2282923 4.2598062] : 62
O1 : [2.4060564 3.3472334 7.40376  ] : 33
O1 : [4.1458362 1.1406875 7.4064042] : 44
O1 : [4.9965564 3.3472334 5.81724  ] : 32
!!!atention to nb coordination!!!
         [2.064401584074603, 2.00537621287858, 2.0419182667936338, 2.1530963392829516, 2.1713007395778905, 2.0250291159649154]
         [2.064401584074603, 2.0053762128785806, 2.0419182667936346, 2.153096339282951, 2.17130073957789, 2.0250291159649154]


**isite= 7
Mg1 : [ 4.486746  11.3922742  5.7617118]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 6.2161638 10.2661875  5.8145958] : 40
O1 : [ 5.3654436 12.4727334  7.40376  ] : 36
O1 : [ 3.6256638 10.2661875  7.4064042] : 41
O1 : [ 2.7749436 12.4727334  5.81724  ] : 37
O1 : [ 5.4048192 12.5785892  4.4307978] : 55
O1 : [ 3.5728176 10.3537923  4.2598062] : 63
!!!atention to nb coordination!!!
         [2.0644015840746035, 2.153096339282951, 2.171300739577891, 2.025029115964914, 2.0053762128785797, 2.041918266793633]
         [2.064401584074604, 2.1530963392829507, 2.1713007395778905, 2.025029115964914, 2.00537621287858, 2.0419182667936346]


**isite= 8
Mg1 : [3.321021  6.8769768 4.5224634]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [4.1458362 7.9848125 2.9994042] : 47
O1 : [4.642176  8.1673225 6.130137 ] : 73
O1 : [1.6081824 7.8972077 4.5541938] : 56
O1 : [2.4060564 5.7782666 2.99676  ] : 38
O1 : [4.9571808 5.6724108 4.3832022] : 48
O1 : [3.4603899 5.5337032 6.3689964] : 65
!!!atention to nb coordination!!!
         [2.0560470274412905, 2.4484805418198556, 1.993914235178867, 2.090955568061827, 2.0365146258540565, 2.2876826210891186]
         [2.0560470274412905, 2.448480541819855, 1.9939142351788666, 2.0909555680618275, 2.036514625854056, 2.2876826210891177]


**isite= 9
Mg1 : [0.730521  6.8769768 8.6985366]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [0.8698899 5.5337032 6.8520036] : 64
O1 : [2.3666808 5.6724108 8.8377978] : 49
O1 : [-0.1844436  5.7782666 10.22424  ] : 35
O1 : [2.051676  8.1673225 7.090863 ] : 72
O1 : [ 1.5553362  7.9848125 10.2215958] : 42
O1 : [-0.9823176  7.8972077  8.6668062] : 57
!!!atention to nb coordination!!!
         [2.2876826210891177, 2.036514625854056, 2.090955568061827, 2.448480541819855, 2.0560470274412896, 1.9939142351788668]
         [2.2876826210891186, 2.036514625854056, 2.090955568061827, 2.4484805418198556, 2.0560470274412896, 1.9939142351788663]


**isite= 10
Mg1 : [ 4.450479  11.3740232  0.1154634]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 4.3111101 12.7172968  1.9619964] : 71
O1 : [ 3.129324  10.0836775  1.723137 ] : 79
O1 : [ 6.1633176 10.3537923  0.1471938] : 58
O1 : [ 5.3654436 12.4727334 -1.41024  ] : 36
O1 : [ 2.8143192 12.5785892 -0.0237978] : 50
O1 : [ 3.6256638 10.2661875 -1.4075958] : 41
!!!atention to nb coordination!!!
         [2.287682621089119, 2.4484805418198543, 1.9939142351788655, 2.090955568061827, 2.0365146258540556, 2.05604702744129]
         [2.2876826210891177, 2.4484805418198543, 1.9939142351788663, 2.090955568061828, 2.0365146258540556, 2.056047027441291]


**isite= 11
Mg1 : [3.321021  2.2485232 0.1154634]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [1.6081824 1.2282923 0.1471938] : 59
O1 : [ 2.4060564  3.3472334 -1.41024  ] : 33
O1 : [3.4603899 3.5917968 1.9619964] : 70
O1 : [ 4.9571808  3.4530892 -0.0237978] : 51
O1 : [ 4.1458362  1.1406875 -1.4075958] : 44
O1 : [4.642176  0.9581775 1.723137 ] : 78
!!!atention to nb coordination!!!
         [1.9939142351788666, 2.090955568061827, 2.2876826210891172, 2.0365146258540565, 2.0560470274412905, 2.4484805418198547]
         [1.9939142351788668, 2.0909555680618275, 2.287682621089117, 2.0365146258540556, 2.0560470274412914, 2.4484805418198547]


**isite= 12
Mg1 : [ 1.859979  16.0024768  8.6985366]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 0.538824  17.2928225  7.090863 ] : 77
O1 : [ 1.0351638 17.1103125 10.2215958] : 43
O1 : [ 3.5728176 17.0227077  8.6668062] : 60
O1 : [ 0.2238192 14.7979108  8.8377978] : 52
O1 : [ 2.7749436 14.9037666 10.22424  ] : 34
O1 : [ 1.7206101 14.6592032  6.8520036] : 69
!!!atention to nb coordination!!!
         [2.4484805418198547, 2.0560470274412914, 1.9939142351788668, 2.036514625854054, 2.0909555680618257, 2.2876826210891172]
         [2.4484805418198556, 2.0560470274412914, 1.9939142351788668, 2.0365146258540547, 2.0909555680618266, 2.287682621089118]


**isite= 13
Mg1 : [ 4.450479  16.0024768  4.5224634]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 2.8143192 14.7979108  4.3832022] : 53
O1 : [ 3.6256638 17.1103125  2.9994042] : 46
O1 : [ 3.129324  17.2928225  6.130137 ] : 76
O1 : [ 4.3111101 14.6592032  6.3689964] : 68
O1 : [ 5.3654436 14.9037666  2.99676  ] : 39
O1 : [ 6.1633176 17.0227077  4.5541938] : 61
!!!atention to nb coordination!!!
         [2.0365146258540534, 2.0560470274412923, 2.448480541819855, 2.287682621089118, 2.0909555680618253, 1.9939142351788672]
         [2.0365146258540547, 2.0560470274412923, 2.4484805418198547, 2.2876826210891172, 2.0909555680618266, 1.9939142351788672]


**isite= 14
Mg1 : [0.730521  2.2485232 4.2915366]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [-0.9823176  1.2282923  4.2598062] : 62
O1 : [2.3666808 3.4530892 4.4307978] : 54
O1 : [0.8698899 3.5917968 2.4450036] : 67
O1 : [2.051676  0.9581775 2.683863 ] : 75
O1 : [1.5553362 1.1406875 5.8145958] : 45
O1 : [-0.1844436  3.3472334  5.81724  ] : 32
!!!atention to nb coordination!!!
         [1.9939142351788663, 2.036514625854056, 2.287682621089117, 2.4484805418198543, 2.0560470274412914, 2.0909555680618275]
         [1.9939142351788666, 2.0365146258540556, 2.287682621089117, 2.4484805418198547, 2.0560470274412905, 2.090955568061827]


**isite= 15
Mg1 : [ 1.859979  11.3740232  4.2915366]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 1.0351638 10.2661875  5.8145958] : 40
O1 : [ 0.538824  10.0836775  2.683863 ] : 74
O1 : [ 0.2238192 12.5785892  4.4307978] : 55
O1 : [ 1.7206101 12.7172968  2.4450036] : 66
O1 : [ 2.7749436 12.4727334  5.81724  ] : 37
O1 : [ 3.5728176 10.3537923  4.2598062] : 63
!!!atention to nb coordination!!!
         [2.056047027441291, 2.4484805418198543, 2.036514625854056, 2.2876826210891186, 2.0909555680618284, 1.993914235178865]
         [2.0560470274412905, 2.4484805418198547, 2.036514625854056, 2.2876826210891177, 2.090955568061827, 1.993914235178866]


**isite= 16
Si1 : [4.9193595 4.9587967 5.804019 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [6.0508899 5.5337032 6.8520036] : 64
O1 : [3.4603899 5.5337032 6.3689964] : 65
O1 : [4.9965564 3.3472334 5.81724  ] : 32
O1 : [4.9571808 5.6724108 4.3832022] : 48
!!!atention to nb coordination!!!
         [1.6459496504157012, 1.6668260977010076, 1.613465347045763, 1.5904074677939408]
         [1.6459496504157007, 1.6668260977010074, 1.6134653470457627, 1.5904074677939415]


**isite= 17
Si1 : [2.3288595 4.9587967 7.416981 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [3.4603899 5.5337032 6.3689964] : 65
O1 : [2.3666808 5.6724108 8.8377978] : 49
O1 : [0.8698899 5.5337032 6.8520036] : 64
O1 : [2.4060564 3.3472334 7.40376  ] : 33
!!!atention to nb coordination!!!
         [1.6459496504156998, 1.5904074677939415, 1.6668260977010076, 1.6134653470457627]
         [1.6459496504157005, 1.59040746779394, 1.6668260977010079, 1.6134653470457627]


**isite= 18
Si1 : [ 2.8521405 13.2922033  1.397019 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 2.8143192 12.5785892 -0.0237978] : 50
O1 : [ 4.3111101 12.7172968  1.9619964] : 71
O1 : [ 2.7749436 14.9037666  1.41024  ] : 34
O1 : [ 1.7206101 12.7172968  2.4450036] : 66
!!!atention to nb coordination!!!
         [1.5904074677939415, 1.6668260977010068, 1.6134653470457638, 1.6459496504156998]
         [1.590407467793943, 1.6668260977010074, 1.613465347045762, 1.6459496504157003]


**isite= 19
Si1 : [4.9193595 4.1667033 1.397019 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 4.9571808  3.4530892 -0.0237978] : 51
O1 : [6.0508899 3.5917968 2.4450036] : 67
O1 : [4.9965564 5.7782666 1.41024  ] : 35
O1 : [3.4603899 3.5917968 1.9619964] : 70
!!!atention to nb coordination!!!
         [1.590407467793941, 1.6459496504157005, 1.613465347045763, 1.666826097701007]
         [1.5904074677939426, 1.6459496504157005, 1.6134653470457627, 1.666826097701007]


**isite= 20
Si1 : [ 0.2616405 14.0842967  7.416981 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 0.1844436 12.4727334  7.40376  ] : 36
O1 : [ 0.2238192 14.7979108  8.8377978] : 52
O1 : [-0.8698899 14.6592032  6.3689964] : 68
O1 : [ 1.7206101 14.6592032  6.8520036] : 69
!!!atention to nb coordination!!!
         [1.613465347045762, 1.5904074677939426, 1.6459496504156998, 1.6668260977010074]
         [1.613465347045762, 1.5904074677939404, 1.6459496504157005, 1.6668260977010076]


**isite= 21
Si1 : [ 2.8521405 14.0842967  5.804019 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 2.7749436 12.4727334  5.81724  ] : 37
O1 : [ 1.7206101 14.6592032  6.8520036] : 69
O1 : [ 2.8143192 14.7979108  4.3832022] : 53
O1 : [ 4.3111101 14.6592032  6.3689964] : 68
!!!atention to nb coordination!!!
         [1.613465347045762, 1.6459496504157012, 1.590407467793942, 1.666826097701008]
         [1.613465347045762, 1.6459496504157005, 1.590407467793942, 1.6668260977010079]


**isite= 22
Si1 : [2.3288595 4.1667033 3.009981 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [3.4603899 3.5917968 1.9619964] : 70
O1 : [2.4060564 5.7782666 2.99676  ] : 38
O1 : [0.8698899 3.5917968 2.4450036] : 67
O1 : [2.3666808 3.4530892 4.4307978] : 54
!!!atention to nb coordination!!!
         [1.6459496504157, 1.6134653470457627, 1.6668260977010074, 1.5904074677939426]
         [1.6459496504157003, 1.6134653470457627, 1.6668260977010074, 1.590407467793942]


**isite= 23
Si1 : [ 0.2616405 13.2922033  3.009981 ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [-0.8698899 12.7172968  1.9619964] : 71
O1 : [ 0.2238192 12.5785892  4.4307978] : 55
O1 : [ 1.7206101 12.7172968  2.4450036] : 66
O1 : [ 0.1844436 14.9037666  2.99676  ] : 39
!!!atention to nb coordination!!!
         [1.6459496504156994, 1.590407467793943, 1.6668260977010065, 1.6134653470457638]
         [1.6459496504157003, 1.5904074677939422, 1.6668260977010072, 1.613465347045762]


**isite= 24
Si1 : [1.0450077 8.6418485 5.8401564]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 1.0351638 10.2661875  5.8145958] : 40
O1 : [2.051676  8.1673225 7.090863 ] : 72
O1 : [1.6081824 7.8972077 4.5541938] : 56
O1 : [-0.538824   8.1673225  6.130137 ] : 73
!!!atention to nb coordination!!!
         [1.6245699226443222, 1.6741633702194205, 1.5891367066251694, 1.6786263809964517]
         [1.624569922644322, 1.6741633702194199, 1.5891367066251705, 1.678626380996452]


**isite= 25
Si1 : [3.6355077 8.6418485 7.3808436]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [2.051676  8.1673225 7.090863 ] : 72
O1 : [4.1986824 7.8972077 8.6668062] : 57
O1 : [ 3.6256638 10.2661875  7.4064042] : 41
O1 : [4.642176  8.1673225 6.130137 ] : 73
!!!atention to nb coordination!!!
         [1.6786263809964517, 1.589136706625171, 1.6245699226443222, 1.6741633702194196]
         [1.678626380996452, 1.58913670662517, 1.624569922644322, 1.6741633702194203]


**isite= 26
Si1 : [1.5454923 9.6091515 1.4331564]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [1.5553362 7.9848125 1.4075958] : 42
O1 : [ 0.538824  10.0836775  2.683863 ] : 74
O1 : [ 0.9823176 10.3537923  0.1471938] : 58
O1 : [ 3.129324  10.0836775  1.723137 ] : 79
!!!atention to nb coordination!!!
         [1.6245699226443222, 1.6741633702194203, 1.5891367066251716, 1.6786263809964526]
         [1.624569922644322, 1.6741633702194199, 1.589136706625171, 1.678626380996452]


**isite= 27
Si1 : [1.0450077 0.4836515 1.4331564]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [2.051676  0.9581775 2.683863 ] : 75
O1 : [ 1.0351638 -1.1406875  1.4075958] : 43
O1 : [-0.538824   0.9581775  1.723137 ] : 78
O1 : [1.6081824 1.2282923 0.1471938] : 59
!!!atention to nb coordination!!!
         [1.6741633702194207, 1.6245699226443195, 1.678626380996452, 1.589136706625171]
         [1.6741633702194205, 1.6245699226443209, 1.6786263809964521, 1.589136706625171]


**isite= 28
Si1 : [ 4.1359923 17.7673485  7.3808436]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 4.1458362 19.3916875  7.4064042] : 44
O1 : [ 3.129324  17.2928225  6.130137 ] : 76
O1 : [ 3.5728176 17.0227077  8.6668062] : 60
O1 : [ 5.719824  17.2928225  7.090863 ] : 77
!!!atention to nb coordination!!!
         [1.6245699226443187, 1.6741633702194199, 1.5891367066251725, 1.6786263809964534]
         [1.6245699226443184, 1.6741633702194207, 1.589136706625171, 1.6786263809964528]


**isite= 29
Si1 : [ 1.5454923 17.7673485  5.8401564]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 1.5553362 19.3916875  5.8145958] : 45
O1 : [ 0.538824  17.2928225  7.090863 ] : 77
O1 : [ 0.9823176 17.0227077  4.5541938] : 61
O1 : [ 3.129324  17.2928225  6.130137 ] : 76
!!!atention to nb coordination!!!
         [1.6245699226443187, 1.6741633702194214, 1.589136706625171, 1.6786263809964537]
         [1.6245699226443184, 1.6741633702194207, 1.5891367066251716, 1.678626380996453]


**isite= 30
Si1 : [3.6355077 0.4836515 2.9738436]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [4.642176  0.9581775 1.723137 ] : 78
O1 : [ 3.6256638 -1.1406875  2.9994042] : 46
O1 : [4.1986824 1.2282923 4.2598062] : 62
O1 : [2.051676  0.9581775 2.683863 ] : 75
!!!atention to nb coordination!!!
         [1.6741633702194205, 1.6245699226443195, 1.5891367066251718, 1.6786263809964521]
         [1.6741633702194207, 1.6245699226443209, 1.5891367066251711, 1.6786263809964521]


**isite= 31
Si1 : [4.1359923 9.6091515 2.9738436]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [4.1458362 7.9848125 2.9994042] : 47
O1 : [ 3.129324  10.0836775  1.723137 ] : 79
O1 : [ 5.719824  10.0836775  2.683863 ] : 74
O1 : [ 3.5728176 10.3537923  4.2598062] : 63
!!!atention to nb coordination!!!
         [1.6245699226443222, 1.6741633702194194, 1.6786263809964526, 1.5891367066251725]
         [1.624569922644322, 1.6741633702194199, 1.6786263809964517, 1.589136706625171]


**isite= 32
O1 : [4.9965564 3.3472334 5.81724  ]

ce_symbol  = T:4
ce_fraction=  0.9999178103440417
species:coords:index
Mg1 : [3.284754  2.2667742 5.7617118] : 6
Mg1 : [5.875254  2.2667742 7.4592882] : 3
Si1 : [4.9193595 4.9587967 5.804019 ] : 16
Mg1 : [5.911521  2.2485232 4.2915366] : 14
!!!atention to nb coordination!!!
         [2.0250291159649154, 2.1530963392829516, 1.6134653470457638, 2.0909555680618266]
         [2.0250291159649154, 2.1530963392829507, 1.6134653470457627, 2.090955568061827]

ce_symbol  = S:1
ce_fraction=  8.218965595824037e-05
species:coords:index
Si1 : [4.9193595 4.9587967 5.804019 ] : 16
!!!atention to nb coordination!!!
         [1.6134653470457638]
         [1.6134653470457627]


**isite= 33
O1 : [2.4060564 3.3472334 7.40376  ]

ce_symbol  = T:4
ce_fraction=  0.9999178103440417
species:coords:index
Si1 : [2.3288595 4.9587967 7.416981 ] : 17
Mg1 : [0.694254  2.2667742 7.4592882] : 3
Mg1 : [3.321021  2.2485232 8.9294634] : 11
Mg1 : [3.284754  2.2667742 5.7617118] : 6
!!!atention to nb coordination!!!
         [1.6134653470457638, 2.025029115964915, 2.0909555680618275, 2.1530963392829507]
         [1.6134653470457627, 2.025029115964915, 2.0909555680618275, 2.153096339282951]

ce_symbol  = S:1
ce_fraction=  8.218965595824816e-05
species:coords:index
Si1 : [2.3288595 4.9587967 7.416981 ] : 17
!!!atention to nb coordination!!!
         [1.6134653470457638]
         [1.6134653470457627]


**isite= 34
O1 : [ 2.7749436 14.9037666  1.41024  ]

ce_symbol  = T:4
ce_fraction=  0.9999178103440417
species:coords:index
Si1 : [ 2.8521405 13.2922033  1.397019 ] : 18
Mg1 : [ 4.486746  15.9842258  1.3547118] : 4
Mg1 : [ 1.859979  16.0024768 -0.1154634] : 12
Mg1 : [ 1.896246  15.9842258  3.0522882] : 5
!!!atention to nb coordination!!!
         [1.61346534704576, 2.025029115964915, 2.090955568061825, 2.1530963392829507]
         [1.613465347045762, 2.025029115964914, 2.0909555680618266, 2.1530963392829507]

ce_symbol  = S:1
ce_fraction=  8.21896559582318e-05
species:coords:index
Si1 : [ 2.8521405 13.2922033  1.397019 ] : 18
!!!atention to nb coordination!!!
         [1.61346534704576]
         [1.613465347045762]


**isite= 35
O1 : [4.9965564 5.7782666 1.41024  ]

ce_symbol  = T:4
ce_fraction=  0.9999178103440417
species:coords:index
Mg1 : [ 5.911521   6.8769768 -0.1154634] : 9
Mg1 : [3.284754  6.8587258 1.3547118] : 1
Mg1 : [5.875254  6.8587258 3.0522882] : 0
Si1 : [4.9193595 4.1667033 1.397019 ] : 19
!!!atention to nb coordination!!!
         [2.090955568061826, 2.025029115964916, 2.1530963392829516, 1.613465347045763]
         [2.090955568061827, 2.0250291159649154, 2.1530963392829507, 1.6134653470457627]

ce_symbol  = S:1
ce_fraction=  8.218965595825276e-05
species:coords:index
Si1 : [4.9193595 4.1667033 1.397019 ] : 19
!!!atention to nb coordination!!!
         [1.613465347045763]
         [1.6134653470457627]


**isite= 36
O1 : [ 0.1844436 12.4727334  7.40376  ]

ce_symbol  = T:4
ce_fraction=  0.9999178103440417
species:coords:index
Mg1 : [-0.694254  11.3922742  5.7617118] : 7
Si1 : [ 0.2616405 14.0842967  7.416981 ] : 20
Mg1 : [-0.730521  11.3740232  8.9294634] : 10
Mg1 : [ 1.896246  11.3922742  7.4592882] : 2
!!!atention to nb coordination!!!
