file	formula	svnrevision
8100237	- Ba6 In5 N -	176728
8100364	- Cr N4 Sr3 -	176466
8100807	- Ca2 N3 V -	191974
8100889	- Li7 N4 V -	130149
8100917	- B2 Eu3 N4 -	130149
8101305	- Ba2 Ca N4 W -	176728
8101306	- Mo N4 Sr3 -	176728
8101307	- Ba3 N4 W -	130149
8101309	- Ba3 Mo N4 -	130149
8101633	- Ca Fe0.61 Li3.39 N2 -	176466
8101634	- Fe0.93 Li3.08 N2 Sr -	176728
8101635	- Fe0.63 Li2.37 N -	209438
8101636	- Ca4 Fe0.82 Li1.18 N2 -	209540
8101637	- Li2.27 Mn0.73 N -	209540
9004225	- Fe4 N -	85285
9008165	- Ba N6 -	85285
9008612	- Ce N -	176725
9008619	- Cr N -	176725
9008624	- Dy N -	176725
9008628	- Er N -	176725
9008631	- Eu N -	176725
9008638	- Gd N -	176725
9008644	- Ho N -	176725
9008658	- La N -	176725
9008670	- Lu N -	176725
9008683	- N Nb -	176465
9008687	- N Nd -	176465
9008700	- N Pr -	176465
9008712	- N Sc -	176465
9008716	- N Sm -	176465
9008735	- N Tb -	176465
9008748	- N Ti -	176465
9008751	- N Tm -	176465
9008757	- N U -	176465
9008765	- N V -	176465
9008768	- N Y -	176465
9008771	- N Yb -	176465
9008778	- N Zr -	176465
9008834	- B N -	202022
9008860	- Al N -	202022
9008868	- Ga N -	85285
9008869	- In N -	85285
9008874	- N Nb -	176465
9008876	- N Ta -	176465
9008975	- N Ta -	176465
9008997	- B N -	85285
9009048	- N2 U -	176465
9011657	- Al N -	120115
9011658	- Ga N -	120115
9011660	- B N -	120115
9012057	- N3.99 Si2.925 -	176465
9013139	- N4 Si3 -	176465
9013140	- N4 Si3 -	176465
4306748	- Ge N6 Sr7 -	179105
4307489	- Ag N3 -	179112
4308277	- N Na3 -	179120
4309585	- Ba6 In4.78 N2.72 -	179133
4311893	- Li3 N -	179157
4311894	- Cr2 N -	179157
7009095	- Ba3 Mo N4 -	179794
8102906	- B12 Ba16 N24 Sr2 -	176728
8102920	- Ba2 N -	176728
8102970	- Ca5 Co2 N4 -	176728
8102971	- Ba0.5 Ca2 Co N2 -	176466
8102988	- Fe3 N8 Sr8 -	176728
8102989	- Mn3 N9 Sr8 -	176728
4320309	- Li7 Mn N4 -	210305
4320310	- Li24 Mn3 N11 -	210305
4320311	- Li6.23 Mn1.77 N3 -	210305
4320312	- Li2.33 Mn0.67 N -	210305
4320485	- N Ni3 -	176467
4320488	- N Ni3 -	176467
4320491	- N Ni3 -	176467
4320494	- N Ni3 -	176467
4320497	- N Ni3 -	176467
4320500	- N Ni3 -	176467
4320503	- N Ni3 -	176467
4320506	- N Ni3 -	176467
4320509	- N Ni3 -	176467
4321046	- Ca4 Ge N4 -	179313
4321047	- Ca2 Ge N2 -	179313
4321677	- Al2 Ca3 N4 -	179319
4321678	- Al2 Ca3 N4 -	179319
4321679	- Al2 Ca3 N4 -	179319
4323349	- Ga2 N4 Sr3 -	179336
4323350	- Ca3 Ga2 N4 -	179336
4323351	- Ga3 N5 Sr3 -	179336
4000973	- Fe3 N1.08 -	178377
4000974	- Fe3 N1.2 -	176467
4001634	- Ba3 Ga3 N5 -	178377
4327588	- Ba N2 -	179378
4327589	- Ba N2 -	179378
7208132	- Mg Mo N2 -	180412
4117452	- N2 Np -	178945
4117453	- N3 Np2 -	178945
4328598	- N3 Th2 -	179388
1509463	- Ag Mn3 N -	211196
8103398	- Ag N -	176432
1509634	- Ag16 Ca6 N -	211196
1509981	- Ag8 Ca19 N7 -	211196
1510065	- Au Ca2 N -	176435
1510068	- Au Ca3 N -	176435
1510242	- Au N Sr2 -	176435
1510243	- Au N V3 -	176435
1510704	- B2 Ba3 N4 -	176729
1510742	- B2 La3 N2.91 Ni2 -	176729
1510743	- B2 La3 N3 Ni2 -	176729
1510744	- B2 La5 N6 -	176729
1510769	- B2 N4 Sr2.993 -	176729
8103444	- B3 Ba4 N6 Na -	176466
8103446	- B3 Ca4 Li N6 -	176466
8103448	- B3 Eu4 Li N6 -	176466
1510926	- B3 La3 N6 -	176729
8103449	- B3 Li N6 Sr4 -	176466
8103450	- B3 N6 Na Sr4 -	176466
1510937	- B3 N6 Pr3 -	176729
1510978	- B2 Ce3 N3 Ni2 -	176729
1510979	- B2 Ce3 N4 -	176729
1510980	- B2 Ce4 N5 -	176729
1511018	- B Ca3 N3 -	176435
1511024	- B Ce N2 -	176435
1511142	- B Fe14 N0.317 Y2 -	176435
1511203	- B La N Ni -	176435
8103460	- B Li Mg N2 -	176466
2105416	- B Li3 N2 -	194197
1511227	- B Li3 N2 -	176435
1511235	- B Mg3 N3 -	176435
1511241	- B N0.975 Nb2 -	176435
1511242	- B N -	211196
1511244	- B N U -	176435
1511245	- B N2 Na3 -	176435
1511246	- B N2 Pr -	176435
1511258	- B0.6 N0.4 Zr -	176435
1511345	- B1.6 N2.4 Ti3.2 -	176729
1511423	- B0.97 Ca N0.94 Ni -	176435
1511471	- B4 La6 N10 -	176729
1511565	- B50.06 N1.87 -	211196
8103486	- B6 Ba8 Eu N12 -	176466
1511572	- B6 Ca9 N12 -	176729
1511691	- B8 Ce15 N25 -	176432
9014343	- N0.583 Ti -	201816
9014564	- Ba9 N12 Nb2 -	201816
9016422	- Cr N -	201816
1513213	- D3 K Mg N2 -	211137
7110559	- Li N Ni -	180219
7110560	- Li5 N3 Ni3 -	180219
4333085	- Ba39 Li80 N9 -	179433
4334785	- Ca4 N4 Si -	179450
4334786	- Ca5 N6 Si2 -	179450
4121091	- Ca3 Li2 N6 -	179012
4121376	- Co0.6 Mo1.4 N2 -	176467
4121377	- Co0.6 Mo1.4 N2 -	176467
4001935	- Ca Mg3 N4 Si -	178377
4001936	- Mg3 N4 Si Sr -	178377
4001937	- Eu Mg3 N4 Si -	178377
2239525	- La3 N11 Si6 -	176798
4001979	- Al3 Ca Li N4 -	178377
4002022	- Al7 Ba4.75 Eu0.25 N25 Si11 -	178377
4002023	- Al3 Ba0.84 Eu0.16 N9 Si4 -	178377
4002058	- Al2 Ca Mg2 N4 -	178377
4002059	- Al2 Mg2 N4 Sr -	178377
4002060	- Al2 Ba Mg2 N4 -	178377
4002061	- Al2 Eu Mg2 N4 -	178377
4002062	- Ba Ga2 Mg2 N4 -	178377
2310148	- Cu N3 -	176809
4030363	- Cu N2 Ta -	178482
4030500	- N3 Na Si2 -	178484
4030616	- N3 Na3 W -	178485
4030718	- Ca2 D N -	178486
1520798	- Fe9.6 Mo2.4 N0.91 Y -	176429
1520911	- Mg N2 Si -	176429
1521088	- Fe10.205 Mo1.795 N0.44 Pr -	176429
1521099	- Ag N3 -	211196
1521298	- Fe10.844 N0.43 Pr V1.156 -	176429
1522030	- Fe5.667 N1.044 Sm0.667 -	142249
1522031	- Fe16.959 N2.962 Sm1.903 -	142250
1522032	- Fe16.874 N2.899 Sm1.924 -	142251
1522033	- Fe16.874 N2.874 Sm1.924 -	142252
1522034	- Fe16.932 N2.88 Sm1.856 -	142253
1522346	- Fe9.04 Gd1.2 Mo2 N1.03 -	142568
1522402	- Gd0.5 La0.5 N -	176429
1522819	- Li2.57 N Ni0.43 -	176429
1523009	- N2 Nb Zr -	176429
1523015	- N2 U -	176429
1523095	- Al N -	211196
1523122	- N2 Nb Ti -	176429
1523227	- Hg0.8 N Ti3.2 -	176429
1523630	- N Ta -	176429
1523788	- Ga N Nd3 -	176429
1523894	- N0.73 Si0.27 U -	176429
1524102	- Li1.8 N4 Ta2.2 -	144772
1524456	- N4 Si3 -	145223
1524555	- N2 Pr2 Th0 -	145344
1524693	- Fe2 N2 -	145501
8103571	- Cs N9 Sr -	176429
8103572	- Cs2 N12 Sr -	176429
1525095	- B18 N2 -	176428
1525192	- Co0.46 Li2.54 N -	176429
1525226	- Co0.2 Mo0.8 N -	176429
1525430	- Mo N Ta -	176429
1525431	- Mo N0.9 Nb -	176429
1525718	- Fe3 N1.3 -	211196
1525719	- Fe3 N1.33 -	211196
1525721	- Fe3 N1.39 -	211196
1525724	- Fe3 N1.107 -	211196
1525727	- Fe3 N1.1 -	211196
1525731	- Fe3 N1.235 -	211196
1525733	- Fe3 N1.236 -	211196
1525735	- Fe3 N1.226 -	211196
1525737	- Fe3 N1.231 -	211196
1525739	- Fe3 N1.222 -	211196
1525741	- Fe3 N1.22 -	211196
1525909	- Fe10.84 N0.43 Pr V1.16 -	176429
7221282	- Mo3 N Pd2 -	176429
1526143	- Cu0.428 Li2.572 N -	176429
1526338	- Al N3 Ti4 -	176429
1526406	- Al2 N Ni Ti3 -	176429
1526560	- Li4 N2 Na2 -	147759
1526562	- Li4 N2 Na2 -	147761
1526563	- Li4 N2 Na2 -	147763
1526565	- Li2 N Na -	176429
1526567	- Li2 N2 Na4 -	147767
1526569	- Li N Na2 -	176429
1526570	- Li3 N2 Na3 -	147770
1526572	- Li3 N2 Na3 -	147772
1526574	- Li5 N2 Na -	176429
1526576	- Li5 N2 Na -	176429
1526578	- Li N2 Na5 -	176429
1526580	- Li N2 Na5 -	176429
1526686	- N15 Rb9.15 W6 -	147921
1526688	- Cs9.98 Mo6 N15 -	147923
1526690	- Cs9.67 N15 W6 -	147925
1526738	- N2 Ni Sr2 -	176429
1526740	- N2 Ni Sr2 -	176429
1526991	- Li0.51 Mg2.49 N1.83 -	148278
1526992	- Li Mg N -	211196
1526993	- Li1.12 Mg0.88 N0.96 -	148280
2310341	- N4 Th3 -	176428
1527231	- Ca3 Ge N -	211196
1527233	- Ca3 N Pb -	211196
1527235	- Ca3 N Sn -	211196
1527256	- N0.43 Ta -	176429
1527479	- Be3 N2 -	211196
1527562	- Fe17 N2.6 Nd2 -	149190
1527603	- N2 -	211196
1527646	- Er N -	211196
1527862	- D2 N Na -	176429
2106407	- N Ta -	176429
1527914	- Li2 N2 Th -	176429
2310494	- N3 Na -	176429
2310495	- K N3 -	211196
1528098	- N5 Ta3 -	150008
8103674	- Ba N6 -	176429
1528213	- Ge N2 Zn -	176429
1528227	- Ga0.1 N Nb0.9 -	176429
1528388	- Mo N0.506 -	211196
1528414	- Co2 N -	211196
4002378	- Mn N2 Si -	176429
4343851	- N2 Si Sr -	176429
1528590	- Ca4 N4 Ti -	176429
1528591	- Ca5 N5 Nb -	176429
1528599	- Cr N Nb -	176429
1528615	- Li Mg N -	211196
1528616	- Li N Zn -	176429
8103709	- Ba2 Cs N15 -	176429
1528725	- N4 Sc2 Zr1.5 -	151329
2310658	- N4 Si3 -	151562
1528835	- N6 Pb -	176429
1529114	- K3 N -	211196
1529914	- N9 Nb3.72 Ta4.28 -	154826
1530348	- Cr21 La6 N23 -	155430
1530588	- Fe3 N -	211196
1530589	- Fe2 N -	211196
2106735	- Ca Ga N -	211196
1531000	- Mn N2 Si -	176429
1531106	- Ca2 In N -	211196
1531138	- N3 Sr2 Ta -	176429
4002499	- Li2.92 N -	211196
4002500	- Li1.35 N Ni0.79 -	176429
1531482	- N -	211196
1531616	- D4 Li N2 Rb -	176429
4344130	- Li7 N4 V -	176429
4344132	- Li7 N4 V -	176429
1532001	- Co2 Mo3 N -	211196
1532003	- N Pd2 -	176429
1532024	- Ca1.04 Ce0.96 N2 -	157639
1532026	- Ce N2 Sr -	176429
1532028	- Ce N2 Sr -	176429
1532052	- Ga Li N2 Sr -	176429
1532058	- Ge2 Li4 N6 Sr3 -	157677
1532385	- Cu3 In4 N5 Sr8 -	158091
1532386	- Ba0.47 Cu N Sr0.53 -	176429
1532511	- Ge3 N4 -	211196
1532515	- N4 Si3 -	158443
1532516	- N4 Si3 -	176428
1532590	- Al Li N4 Si2 -	176429
1532606	- Li N2 U -	176429
1532724	- Mn N0.421 -	211196
1532727	- Mn N0.421 -	211196
1532729	- Mn N0.457 -	211196
1532732	- Mn N0.484 -	211196
1532734	- Li3 N2 Sc -	176429
1532736	- Li2.15 N Ni0.85 -	176429
1532739	- Li2.93 N Ni0.07 -	176429
1532742	- Li2.63 N Ni0.37 -	176429
1532746	- Cu0.06 Li2.94 N -	176429
1532750	- Cu0.43 Li2.57 N -	176429
1532754	- Hg2 N6 -	176428
1532798	- Mo N -	211196
7222391	- N7 Si4 Sr Y -	176429
7222392	- Ba N7 Si4 Y -	176429
1533194	- La3 N6 V2 -	159307
1533300	- Hf3 N4 -	211196
1533301	- N4 Zr3 -	174861
1533479	- Ga0.93 Mn3.07 N -	176429
1533483	- Mn2 N1.08 -	211196
1533736	- Ca0.75 N0.96 U0.25 -	160005
1533880	- N1.5 V16 -	160167
1533888	- Ce3 In N0.92 -	176429
1533889	- In La3 N -	176429
1533890	- In N Pr3 -	176429
1533891	- In N Nd3 -	176429
1533892	- In N Sm3 -	176429
1533893	- In N Tb3 -	176429
1533894	- In N Sc3 -	176429
1533897	- Gd3 In N -	176429
1533898	- Dy3 In N -	176429
1533899	- Ho3 In N -	176429
1533901	- Er3 In N -	176429
1533903	- In N Tm3 -	176429
2300546	- N0.81 V -	176429
1533904	- In Lu3 N -	176429
1533958	- Ge Mg N4 Sr3 -	176429
1534043	- N4 Si3 -	160358
1534044	- Ge3 N4 -	211196
1534069	- Ca7 In1.024 N4 -	160389
1534070	- Ca7 Ga1.34 N4 -	160390
1534071	- Ca7 N2 Tl3 -	160391
1534294	- Ge Mn3 N0.75 -	176429
1534295	- Fe3 Ge N0.51 -	211196
1534296	- Cr3 Ge N -	211196
2106857	- Ba N6 -	176429
1534590	- N8 Si5 Sr2 -	161440
1534592	- Ba2 N8 Si5 -	161446
1534595	- Ce3 N11 Si6 -	161451
8103855	- N11 Pr3 Si6 -	161456
1534678	- N2 Sr -	176429
1534681	- N Sr -	176429
1534730	- Al0.62 Ca0.27 La0.03 N16 Si11.38 -	161692
1534778	- Mo4 N14 Sr10 -	161760
1534782	- Mo N4 Sr3 -	176429
1534796	- Ba N Ni -	176429
1534798	- Ba2 Li0.43 N2 Ni2.57 -	161798
1534954	- N18 W -	176429
1535030	- Be4 N4 Sr2 -	162152
1535033	- Be4 Ca2 N4 -	162156
1535035	- Be2 Mg N2 -	176429
8103919	- Be Li N -	176429
1535117	- N8 Si6 Sr -	176429
7222546	- Ca2 N4 Sr W -	176429
1535284	- Fe N -	211196
1535288	- B2 La3 N3 Ni2 -	162585
1535419	- Cr2 Li4 N6 Sr2 -	162793
1535422	- Li6 Mn2 N6 Sr2 -	162797
1535440	- Al N -	211196
1535443	- Ga N -	211196
1535470	- N5 Nb Sr5 -	176429
7222625	- Ba16 N19 Nb5 -	162864
8103994	- K2 N12 Zn -	176429
1535838	- D2 Li N -	176429
1535842	- D2 K N -	176429
1535846	- D2 K N -	176429
1535849	- D4 N2 Sr -	176429
1535904	- Be N2 Si -	176429
1535917	- Ba2 N -	211196
1535922	- Ca2 N -	211196
1535927	- N Sr2 -	176429
1535987	- Li4 N3 Ta -	176429
1536047	- Al N -	211196
8104130	- Cs2 N12 Zn -	176429
1536633	- N0.58 Nb -	176429
1536767	- N3 Sr4 -	164617
1536825	- Ga N -	211196
1536828	- In N -	211196
1536894	- Cu3 N -	211196
1536916	- Ba5 N4.7 Nb -	176429
7222769	- Ba N6 -	176429
7222771	- N6 Sr -	176429
7222772	- N3 Tl -	176429
7222775	- Be3 N2 -	211196
2310869	- Fe3 N -	211196
2310870	- Fe2 N -	211196
2310871	- Fe24 N10 -	211196
1537475	- Al Li3 N2 -	176429
1537476	- Ga Li3 N2 -	176429
1537477	- Li53.33 N32 Si10.67 -	165677
1537478	- Li53.33 N32 Ti10.67 -	165678
1537479	- Ge10.67 Li53.33 N32 -	165679
1537672	- N Th -	176429
1537714	- Ho N -	211196
1537719	- N Th -	176429
1537736	- Mn3 N Rh -	176429
1537749	- N3 Na -	176429
1537803	- N Nb -	176429
1537822	- N Nb -	176429
1537824	- N2 Nb Zr -	176429
1537826	- N V -	176429
1537834	- N Pu -	176429
2107066	- N4 Th3 -	166240
1537954	- N Pr -	176429
1537955	- N Sm -	176429
1537957	- N U -	176429
1537959	- La N -	211196
1537961	- La0.92 N2 Th1.08 -	166354
1537963	- N Nd -	176429
1538016	- N Ta -	176429
1538053	- Hf N2 Ta -	176429
1538055	- N V -	176429
1538058	- N Zr -	176429
1538268	- N Nd -	176429
1538269	- N2 Nd U -	176429
1538270	- La N -	211196
1538271	- La N2 U -	176429
1538272	- N Pr -	176429
1538273	- N2 Pr U -	176429
1538276	- N Nd -	176429
1538277	- N2 Nd Th -	176429
1538278	- N Pr -	176429
1538279	- N Th -	176429
1538283	- N2 U Zr -	176429
1538340	- N3 Rb -	176429
1538341	- Cs N3 -	211196
1538342	- N3 Tl -	176429
1538373	- N0.801 Nb -	176429
1538607	- N1.29 Ti3 -	167268
1538614	- Li7 N4 Ni -	211196
1538664	- N W -	176429
1538666	- Hf N2 Zr -	176429
1538667	- N Nb -	176429
1538668	- N2 Nb Ti -	176429
1538669	- N2 Nb V -	176429
1538670	- N2 Ti V -	176429
1538671	- N2 Ti Zr -	176429
1538751	- N Sc -	176429
1538753	- N Y -	176429
1538784	- Hf N2 Ti -	176429
1538803	- Co3 Cs2 N24 -	176428
1538842	- Mn4 N -	211196
1538884	- N Ta0.83 -	176429
1538886	- N2.62 Nb4 -	167584
2310957	- N Ta -	176429
1539063	- Hf N -	211196
4124680	- N U -	176429
4124681	- N3 U2 -	167805
1539157	- N3 U2 -	167982
1539168	- N Nb -	176429
1539196	- N2 -	211196
1539211	- N Nd -	176429
1539256	- N Ta -	176429
1539259	- N Zr -	176429
1539262	- N Nb -	176429
1539264	- N W -	176429
1539297	- N Sc -	176429
1539323	- N5 Nb4 -	168192
1539325	- N6 Nb5 -	168195
1539368	- N4 Nb2.8 Ti1.2 -	168257
1539404	- Hf N -	211196
1539407	- N Nb -	176429
1539488	- N Zr -	176429
1539491	- N2 U V -	176429
1539500	- Hf N -	211196
1539577	- N Pr -	176429
2311006	- Mo2 N0.76 -	211196
8104308	- N4 Si3 -	169220
7222985	- Ba4 Li Mo2 N7 -	211196
7222986	- Ba4 Li N7 W2 -	176429
1540198	- D3 N2 Zr4 -	169416
1540225	- N1.5 V16 -	169462
1540231	- N4 W5 -	169468
1540242	- N0.77 Nb -	176429
1540784	- Fe17 N2.56 Nd2 -	171915
1540785	- Fe17 N2.5 Y2 -	171916
1540932	- Al2 N2 Ti3 -	172116
8104325	- Ba14 Ca N6 Na22 -	176429
1541144	- Fe10 Mo2 N Sm -	176429
1541212	- Cs3 La N18 -	176429
1541213	- Cs2 N12 Zn -	176429
4124772	- Hg2 N -	176429
8104361	- Ca4 Cs7 N45 -	173129
4124799	- N6 Pb -	176429
1541850	- N W -	176429
1541851	- N6 W7.08 -	173388
1541975	- Mo2 N -	211196
8104442	- Cs N3 -	211196
1542030	- N2 W -	176429
1542116	- N6 Ta5 -	174119
1542195	- Cs N -	176429
1542200	- N4 W3 -	174256
4002664	- Al156 Ca75.04 Li42.05 N220 -	177392
4002686	- Al3.94 Ce0.03 Mg4.06 N8 Sr1.97 -	205493
1544904	- Li3 N -	189438
1544905	- Li3 N -	189439
4002705	- Ca1.88 Li2 Mg2 N6 Si2 Sr0.12 -	193407
4002732	- Ca N2 Ti -	192856
4002733	- Ca N2 Ti -	192856
1548344	- Ga0.3333 Ge0.3333 N Zn0.3333 -	204875
2242624	- Fe N4 -	210555
7700387	- Cu N6 -	224348
1552076	- N2 Re -	216895
7234258	- Al N -	218956
7234259	- Ga N -	218956
4515145	- Al2 Ca N8 Si4 -	220255
4003026	- Ba Be20 N14 -	220445
4003027	- Be20 Eu N14 -	220446
4003028	- Be20 N14 Sr -	220447
4003090	- Ca1.16 La2.23 N11 Si6 -	226200
4003118	- Al5 Mg N7 Sr2 -	226223
1557477	- N4 V4 -	249072
4134861	- Mn38.869 N0.841 Si9.131 -	251371
4003637	- Al3 Be N5 Sr2 -	254483
1560434	- Al4 B2 Ba5 N52 Si32 -	262009
1561282	- Al Eu0.02 N7 Si4 Sr0.98 -	263352
1561283	- Al Eu0.02 N7 Si4 Sr0.98 -	263353
1561435	- B3 Eu3 N6 -	263530
1561813	- B12 Ba26 N27 Si5 -	264196
1561905	- Al3 Ba0.99 Eu0.01 N9 Si4 -	264300
1561906	- Al3 Ba0.99 Eu0.01 N9 Si4 -	264300
1563187	- Cd Co3 N -	266217
1563188	- Cd N Ni3 -	266218
7129000	- Ca2 N2 Ni -	270374
7709408	- N2 V -	272435
